Date,Day,Parking,Total,Occupied,Available
17-10-2019 07:30,Thursday,New York,50,39,11
17-10-2019 07:45,Thursday,New York,50,39,11
17-10-2019 08:00,Thursday,New York,50,40,10
17-10-2019 08:15,Thursday,New York,50,47,3
17-10-2019 08:30,Thursday,New York,50,43,7
17-10-2019 08:45,Thursday,New York,50,46,4
17-10-2019 09:00,Thursday,New York,50,43,7
18-10-2019 07:15,Friday,New York,50,37,13
18-10-2019 07:30,Friday,New York,50,35,15
18-10-2019 07:45,Friday,New York,50,49,1
18-10-2019 08:00,Friday,New York,50,43,7
18-10-2019 08:15,Friday,New York,50,39,11
18-10-2019 08:30,Friday,New York,50,36,14
18-10-2019 08:45,Friday,New York,50,45,5
18-10-2019 09:00,Friday,New York,50,46,4
19-10-2019 07:15,Saturday,New York,50,39,11
19-10-2019 07:30,Saturday,New York,50,45,5
19-10-2019 07:45,Saturday,New York,50,47,3
19-10-2019 08:00,Saturday,New York,50,44,6
19-10-2019 08:15,Saturday,New York,50,47,3
19-10-2019 08:30,Saturday,New York,50,46,4
19-10-2019 08:45,Saturday,New York,50,35,15
19-10-2019 09:00,Saturday,New York,50,48,2
20-10-2019 07:15,Sunday,New York,50,36,14
20-10-2019 07:30,Sunday,New York,50,47,3
20-10-2019 07:45,Sunday,New York,50,46,4
20-10-2019 08:00,Sunday,New York,50,35,15
20-10-2019 08:15,Sunday,New York,50,40,10
20-10-2019 08:30,Sunday,New York,50,45,5
20-10-2019 08:45,Sunday,New York,50,44,6
20-10-2019 09:00,Sunday,New York,50,42,8
21-10-2019 07:15,Monday,New York,50,48,2
21-10-2019 07:30,Monday,New York,50,49,1
21-10-2019 07:45,Monday,New York,50,48,2
21-10-2019 08:00,Monday,New York,50,38,12
21-10-2019 08:15,Monday,New York,50,38,12
21-10-2019 08:30,Monday,New York,50,47,3
21-10-2019 08:45,Monday,New York,50,36,14
21-10-2019 09:00,Monday,New York,50,48,2
22-10-2019 07:15,Tuesday,New York,50,36,14
22-10-2019 07:30,Tuesday,New York,50,43,7
22-10-2019 07:45,Tuesday,New York,50,49,1
22-10-2019 08:00,Tuesday,New York,50,43,7
22-10-2019 08:15,Tuesday,New York,50,43,7
22-10-2019 08:30,Tuesday,New York,50,36,14
22-10-2019 08:45,Tuesday,New York,50,50,0
22-10-2019 09:00,Tuesday,New York,50,46,4
23-10-2019 07:15,Wednesday,New York,50,46,4
23-10-2019 07:30,Wednesday,New York,50,45,5
23-10-2019 07:45,Wednesday,New York,50,46,4
23-10-2019 08:00,Wednesday,New York,50,44,6
23-10-2019 08:15,Wednesday,New York,50,42,8
23-10-2019 08:30,Wednesday,New York,50,42,8
23-10-2019 08:45,Wednesday,New York,50,49,1
23-10-2019 09:00,Wednesday,New York,50,37,13
24-10-2019 07:15,Thursday,New York,50,50,0
24-10-2019 07:30,Thursday,New York,50,49,1
24-10-2019 07:45,Thursday,New York,50,40,10
24-10-2019 08:00,Thursday,New York,50,37,13
24-10-2019 08:15,Thursday,New York,50,49,1
24-10-2019 08:30,Thursday,New York,50,47,3
24-10-2019 08:45,Thursday,New York,50,36,14
24-10-2019 09:00,Thursday,New York,50,36,14
25-10-2019 07:15,Friday,New York,50,47,3
25-10-2019 07:30,Friday,New York,50,38,12
25-10-2019 07:45,Friday,New York,50,49,1
25-10-2019 08:00,Friday,New York,50,44,6
25-10-2019 08:15,Friday,New York,50,36,14
25-10-2019 08:30,Friday,New York,50,42,8
25-10-2019 08:45,Friday,New York,50,45,5
25-10-2019 09:00,Friday,New York,50,42,8
26-10-2019 07:15,Saturday,New York,50,40,10
26-10-2019 07:30,Saturday,New York,50,44,6
26-10-2019 07:45,Saturday,New York,50,47,3
26-10-2019 08:00,Saturday,New York,50,48,2
26-10-2019 08:15,Saturday,New York,50,36,14
26-10-2019 08:30,Saturday,New York,50,38,12
26-10-2019 08:45,Saturday,New York,50,46,4
26-10-2019 09:00,Saturday,New York,50,48,2
27-10-2019 07:15,Sunday,New York,50,46,4
27-10-2019 07:30,Sunday,New York,50,43,7
27-10-2019 07:45,Sunday,New York,50,40,10
27-10-2019 08:00,Sunday,New York,50,40,10
27-10-2019 08:15,Sunday,New York,50,46,4
27-10-2019 08:30,Sunday,New York,50,49,1
27-10-2019 08:45,Sunday,New York,50,45,5
27-10-2019 09:00,Sunday,New York,50,48,2
28-10-2019 07:15,Monday,New York,50,43,7
28-10-2019 07:30,Monday,New York,50,49,1
28-10-2019 07:45,Monday,New York,50,47,3
28-10-2019 08:00,Monday,New York,50,41,9
28-10-2019 08:15,Monday,New York,50,35,15
28-10-2019 08:30,Monday,New York,50,49,1
28-10-2019 08:45,Monday,New York,50,41,9
28-10-2019 09:00,Monday,New York,50,41,9
29-10-2019 07:15,Tuesday,New York,50,39,11
29-10-2019 07:30,Tuesday,New York,50,49,1
29-10-2019 07:45,Tuesday,New York,50,37,13
29-10-2019 08:00,Tuesday,New York,50,42,8
29-10-2019 08:15,Tuesday,New York,50,35,15
29-10-2019 08:30,Tuesday,New York,50,38,12
29-10-2019 08:45,Tuesday,New York,50,47,3
29-10-2019 09:00,Tuesday,New York,50,47,3
30-10-2019 07:15,Wednesday,New York,50,44,6
30-10-2019 07:30,Wednesday,New York,50,42,8
30-10-2019 07:45,Wednesday,New York,50,41,9
30-10-2019 08:00,Wednesday,New York,50,39,11
30-10-2019 08:15,Wednesday,New York,50,47,3
30-10-2019 08:30,Wednesday,New York,50,45,5
30-10-2019 08:45,Wednesday,New York,50,39,11
30-10-2019 09:00,Wednesday,New York,50,35,15
31-10-2019 07:15,Thursday,New York,50,44,6
31-10-2019 07:30,Thursday,New York,50,37,13
31-10-2019 07:45,Thursday,New York,50,37,13
31-10-2019 08:00,Thursday,New York,50,49,1
31-10-2019 08:15,Thursday,New York,50,40,10
31-10-2019 08:30,Thursday,New York,50,46,4
31-10-2019 08:45,Thursday,New York,50,37,13
31-10-2019 09:00,Thursday,New York,50,44,6
01-11-2019 7:15,Friday,New York,50,38,12
01-11-2019 7:30,Friday,New York,50,45,5
01-11-2019 7:45,Friday,New York,50,41,9
01-11-2019 8:00,Friday,New York,50,38,12
01-11-2019 8:15,Friday,New York,50,43,7
01-11-2019 8:30,Friday,New York,50,46,4
01-11-2019 8:45,Friday,New York,50,49,1
01-11-2019 9:00,Friday,New York,50,44,6
02-11-2019 7:15,Saturday,New York,50,48,2
02-11-2019 7:30,Saturday,New York,50,50,0
02-11-2019 7:45,Saturday,New York,50,40,10
02-11-2019 8:00,Saturday,New York,50,50,0
02-11-2019 8:15,Saturday,New York,50,35,15
02-11-2019 8:30,Saturday,New York,50,39,11
02-11-2019 8:45,Saturday,New York,50,38,12
02-11-2019 9:00,Saturday,New York,50,43,7
03-11-2019 7:15,Sunday,New York,50,42,8
03-11-2019 7:30,Sunday,New York,50,49,1
03-11-2019 7:45,Sunday,New York,50,44,6
03-11-2019 8:00,Sunday,New York,50,38,12
03-11-2019 8:15,Sunday,New York,50,48,2
03-11-2019 8:30,Sunday,New York,50,49,1
03-11-2019 8:45,Sunday,New York,50,49,1
03-11-2019 9:00,Sunday,New York,50,44,6
04-11-2019 7:15,Monday,New York,50,45,5
04-11-2019 7:30,Monday,New York,50,46,4
04-11-2019 7:45,Monday,New York,50,36,14
04-11-2019 8:00,Monday,New York,50,42,8
04-11-2019 8:15,Monday,New York,50,46,4
04-11-2019 8:30,Monday,New York,50,46,4
04-11-2019 8:45,Monday,New York,50,39,11
04-11-2019 9:00,Monday,New York,50,46,4
05-11-2019 7:15,Tuesday,New York,50,44,6
05-11-2019 7:30,Tuesday,New York,50,36,14
05-11-2019 7:45,Tuesday,New York,50,47,3
05-11-2019 8:00,Tuesday,New York,50,44,6
05-11-2019 8:15,Tuesday,New York,50,35,15
05-11-2019 8:30,Tuesday,New York,50,35,15
05-11-2019 8:45,Tuesday,New York,50,46,4
05-11-2019 9:00,Tuesday,New York,50,50,0
06-11-2019 7:15,Wednesday,New York,50,45,5
06-11-2019 7:30,Wednesday,New York,50,49,1
06-11-2019 7:45,Wednesday,New York,50,42,8
06-11-2019 8:00,Wednesday,New York,50,39,11
06-11-2019 8:15,Wednesday,New York,50,43,7
06-11-2019 8:30,Wednesday,New York,50,47,3
06-11-2019 8:45,Wednesday,New York,50,45,5
06-11-2019 9:00,Wednesday,New York,50,37,13
07-11-2019 7:15,Thursday,New York,50,35,15
07-11-2019 7:30,Thursday,New York,50,50,0
07-11-2019 7:45,Thursday,New York,50,40,10
07-11-2019 8:00,Thursday,New York,50,43,7
07-11-2019 8:15,Thursday,New York,50,44,6
07-11-2019 8:30,Thursday,New York,50,40,10
07-11-2019 8:45,Thursday,New York,50,46,4
07-11-2019 9:00,Thursday,New York,50,39,11
08-11-2019 7:15,Friday,New York,50,43,7
08-11-2019 7:30,Friday,New York,50,49,1
08-11-2019 7:45,Friday,New York,50,46,4
08-11-2019 8:00,Friday,New York,50,46,4
08-11-2019 8:15,Friday,New York,50,41,9
08-11-2019 8:30,Friday,New York,50,40,10
08-11-2019 8:45,Friday,New York,50,44,6
08-11-2019 9:00,Friday,New York,50,41,9
09-11-2019 7:15,Saturday,New York,50,41,9
09-11-2019 7:30,Saturday,New York,50,44,6
09-11-2019 7:45,Saturday,New York,50,44,6
09-11-2019 8:00,Saturday,New York,50,42,8
09-11-2019 8:15,Saturday,New York,50,39,11
09-11-2019 8:30,Saturday,New York,50,43,7
09-11-2019 8:45,Saturday,New York,50,43,7
09-11-2019 9:00,Saturday,New York,50,41,9
10-11-2019 7:15,Sunday,New York,50,46,4
10-11-2019 7:30,Sunday,New York,50,35,15
10-11-2019 7:45,Sunday,New York,50,50,0
10-11-2019 8:00,Sunday,New York,50,38,12
10-11-2019 8:15,Sunday,New York,50,35,15
10-11-2019 8:30,Sunday,New York,50,35,15
10-11-2019 8:45,Sunday,New York,50,36,14
10-11-2019 9:00,Sunday,New York,50,44,6
11-11-2019 7:15,Monday,New York,50,49,1
11-11-2019 7:30,Monday,New York,50,46,4
11-11-2019 7:45,Monday,New York,50,37,13
11-11-2019 8:00,Monday,New York,50,43,7
11-11-2019 8:15,Monday,New York,50,40,10
11-11-2019 8:30,Monday,New York,50,38,12
11-11-2019 8:45,Monday,New York,50,38,12
11-11-2019 9:00,Monday,New York,50,35,15
12-11-2019 7:15,Tuesday,New York,50,39,11
12-11-2019 7:30,Tuesday,New York,50,41,9
12-11-2019 7:45,Tuesday,New York,50,39,11
12-11-2019 8:00,Tuesday,New York,50,35,15
12-11-2019 8:15,Tuesday,New York,50,36,14
12-11-2019 8:30,Tuesday,New York,50,48,2
12-11-2019 8:45,Tuesday,New York,50,39,11
12-11-2019 9:00,Tuesday,New York,50,47,3
13-11-2019 07:15,Wednesday,New York,50,46,4
13-11-2019 07:30,Wednesday,New York,50,49,1
13-11-2019 07:45,Wednesday,New York,50,47,3
13-11-2019 08:00,Wednesday,New York,50,37,13
13-11-2019 08:15,Wednesday,New York,50,41,9
13-11-2019 08:30,Wednesday,New York,50,41,9
13-11-2019 08:45,Wednesday,New York,50,46,4
13-11-2019 09:00,Wednesday,New York,50,47,3
14-11-2019 07:15,Thursday,New York,50,48,2
14-11-2019 07:30,Thursday,New York,50,50,0
14-11-2019 07:45,Thursday,New York,50,36,14
14-11-2019 08:00,Thursday,New York,50,45,5
14-11-2019 08:15,Thursday,New York,50,43,7
14-11-2019 08:30,Thursday,New York,50,39,11
14-11-2019 08:45,Thursday,New York,50,45,5
14-11-2019 09:00,Thursday,New York,50,39,11
15-11-2019 07:15,Friday,New York,50,48,2
15-11-2019 07:30,Friday,New York,50,43,7
15-11-2019 07:45,Friday,New York,50,49,1
15-11-2019 08:00,Friday,New York,50,43,7
15-11-2019 08:15,Friday,New York,50,35,15
15-11-2019 08:30,Friday,New York,50,43,7
15-11-2019 08:45,Friday,New York,50,37,13
15-11-2019 09:00,Friday,New York,50,48,2
16-11-2019 07:15,Saturday,New York,50,46,4
16-11-2019 07:30,Saturday,New York,50,44,6
16-11-2019 07:45,Saturday,New York,50,36,14
16-11-2019 08:00,Saturday,New York,50,46,4
16-11-2019 08:15,Saturday,New York,50,37,13
16-11-2019 08:30,Saturday,New York,50,41,9
16-11-2019 08:45,Saturday,New York,50,42,8
16-11-2019 09:00,Saturday,New York,50,45,5
17-11-2019 07:15,Sunday,New York,50,43,7
17-11-2019 07:30,Sunday,New York,50,40,10
17-11-2019 07:45,Sunday,New York,50,38,12
17-11-2019 08:00,Sunday,New York,50,44,6
17-11-2019 08:15,Sunday,New York,50,40,10
17-11-2019 08:30,Sunday,New York,50,47,3
17-11-2019 08:45,Sunday,New York,50,38,12
17-11-2019 09:00,Sunday,New York,50,37,13
18-11-2019 07:15,Monday,New York,50,38,12
18-11-2019 07:30,Monday,New York,50,46,4
18-11-2019 07:45,Monday,New York,50,39,11
18-11-2019 08:00,Monday,New York,50,47,3
18-11-2019 08:15,Monday,New York,50,44,6
18-11-2019 08:30,Monday,New York,50,36,14
18-11-2019 08:45,Monday,New York,50,43,7
18-11-2019 09:00,Monday,New York,50,42,8
19-11-2019 07:15,Tuesday,New York,50,47,3
19-11-2019 07:30,Tuesday,New York,50,47,3
19-11-2019 07:45,Tuesday,New York,50,45,5
19-11-2019 08:00,Tuesday,New York,50,49,1
19-11-2019 08:15,Tuesday,New York,50,40,10
19-11-2019 08:30,Tuesday,New York,50,44,6
19-11-2019 08:45,Tuesday,New York,50,42,8
19-11-2019 09:00,Tuesday,New York,50,44,6
20-11-2019 07:15,Wednesday,New York,50,45,5
20-11-2019 07:30,Wednesday,New York,50,39,11
20-11-2019 07:45,Wednesday,New York,50,47,3
20-11-2019 08:00,Wednesday,New York,50,41,9
20-11-2019 08:15,Wednesday,New York,50,37,13
20-11-2019 08:30,Wednesday,New York,50,49,1
20-11-2019 08:45,Wednesday,New York,50,40,10
20-11-2019 09:00,Wednesday,New York,50,42,8
21-11-2019 07:15,Thursday,New York,50,36,14
21-11-2019 07:30,Thursday,New York,50,42,8
21-11-2019 07:45,Thursday,New York,50,39,11
21-11-2019 08:00,Thursday,New York,50,47,3
21-11-2019 08:15,Thursday,New York,50,47,3
21-11-2019 08:30,Thursday,New York,50,39,11
21-11-2019 08:45,Thursday,New York,50,47,3
21-11-2019 09:00,Thursday,New York,50,48,2
22-11-2019 07:15,Friday,New York,50,35,15
22-11-2019 07:30,Friday,New York,50,49,1
22-11-2019 07:45,Friday,New York,50,35,15
22-11-2019 08:00,Friday,New York,50,44,6
22-11-2019 08:15,Friday,New York,50,48,2
22-11-2019 08:30,Friday,New York,50,44,6
22-11-2019 08:45,Friday,New York,50,40,10
22-11-2019 09:00,Friday,New York,50,48,2
23-11-2019 07:15,Saturday,New York,50,35,15
23-11-2019 07:30,Saturday,New York,50,38,12
23-11-2019 07:45,Saturday,New York,50,41,9
23-11-2019 08:00,Saturday,New York,50,35,15
23-11-2019 08:15,Saturday,New York,50,42,8
23-11-2019 08:30,Saturday,New York,50,50,0
23-11-2019 08:45,Saturday,New York,50,43,7
23-11-2019 09:00,Saturday,New York,50,46,4
24-11-2019 07:15,Sunday,New York,50,49,1
24-11-2019 07:30,Sunday,New York,50,48,2
24-11-2019 07:45,Sunday,New York,50,36,14
24-11-2019 08:00,Sunday,New York,50,41,9
24-11-2019 08:15,Sunday,New York,50,49,1
24-11-2019 08:30,Sunday,New York,50,36,14
24-11-2019 08:45,Sunday,New York,50,47,3
24-11-2019 09:00,Sunday,New York,50,38,12
25-11-2019 07:15,Monday,New York,50,49,1
25-11-2019 07:30,Monday,New York,50,36,14
25-11-2019 07:45,Monday,New York,50,36,14
25-11-2019 08:00,Monday,New York,50,44,6
25-11-2019 08:15,Monday,New York,50,50,0
25-11-2019 08:30,Monday,New York,50,35,15
25-11-2019 08:45,Monday,New York,50,45,5
25-11-2019 09:00,Monday,New York,50,49,1
26-11-2019 07:15,Tuesday,New York,50,49,1
26-11-2019 07:30,Tuesday,New York,50,40,10
26-11-2019 07:45,Tuesday,New York,50,45,5
26-11-2019 08:00,Tuesday,New York,50,42,8
26-11-2019 08:15,Tuesday,New York,50,38,12
26-11-2019 08:30,Tuesday,New York,50,37,13
26-11-2019 08:45,Tuesday,New York,50,44,6
26-11-2019 09:00,Tuesday,New York,50,39,11
27-11-2019 07:15,Wednesday,New York,50,42,8
27-11-2019 07:30,Wednesday,New York,50,43,7
27-11-2019 07:45,Wednesday,New York,50,35,15
27-11-2019 08:00,Wednesday,New York,50,44,6
27-11-2019 08:15,Wednesday,New York,50,42,8
27-11-2019 08:30,Wednesday,New York,50,39,11
27-11-2019 08:45,Wednesday,New York,50,44,6
27-11-2019 09:00,Wednesday,New York,50,44,6
28-11-2019 07:15,Thursday,New York,50,47,3
28-11-2019 07:30,Thursday,New York,50,40,10
28-11-2019 07:45,Thursday,New York,50,41,9
28-11-2019 08:00,Thursday,New York,50,38,12
28-11-2019 08:15,Thursday,New York,50,35,15
28-11-2019 08:30,Thursday,New York,50,43,7
28-11-2019 08:45,Thursday,New York,50,38,12
28-11-2019 09:00,Thursday,New York,50,47,3
29-11-2019 07:15,Friday,New York,50,49,1
29-11-2019 07:30,Friday,New York,50,46,4
29-11-2019 07:45,Friday,New York,50,42,8
29-11-2019 08:00,Friday,New York,50,50,0
29-11-2019 08:15,Friday,New York,50,41,9
29-11-2019 08:30,Friday,New York,50,39,11
29-11-2019 08:45,Friday,New York,50,47,3
29-11-2019 09:00,Friday,New York,50,47,3
30-11-2019 07:15,Saturday,New York,50,45,5
30-11-2019 07:30,Saturday,New York,50,43,7
30-11-2019 07:45,Saturday,New York,50,50,0
30-11-2019 08:00,Saturday,New York,50,42,8
30-11-2019 08:15,Saturday,New York,50,35,15
30-11-2019 08:30,Saturday,New York,50,50,0
30-11-2019 08:45,Saturday,New York,50,35,15
30-11-2019 09:00,Saturday,New York,50,49,1
01-12-2019 7:15,Sunday,New York,50,49,1
01-12-2019 7:30,Sunday,New York,50,46,4
01-12-2019 7:45,Sunday,New York,50,47,3
01-12-2019 8:00,Sunday,New York,50,45,5
01-12-2019 8:15,Sunday,New York,50,44,6
01-12-2019 8:30,Sunday,New York,50,37,13
01-12-2019 8:45,Sunday,New York,50,45,5
01-12-2019 9:00,Sunday,New York,50,35,15
02-12-2019 7:15,Monday,New York,50,44,6
02-12-2019 7:30,Monday,New York,50,42,8
02-12-2019 7:45,Monday,New York,50,39,11
02-12-2019 8:00,Monday,New York,50,37,13
02-12-2019 8:15,Monday,New York,50,37,13
02-12-2019 8:30,Monday,New York,50,38,12
02-12-2019 8:45,Monday,New York,50,42,8
02-12-2019 9:00,Monday,New York,50,48,2
03-12-2019 7:15,Tuesday,New York,50,44,6
03-12-2019 7:30,Tuesday,New York,50,46,4
03-12-2019 7:45,Tuesday,New York,50,43,7
03-12-2019 8:00,Tuesday,New York,50,43,7
03-12-2019 8:15,Tuesday,New York,50,49,1
03-12-2019 8:30,Tuesday,New York,50,35,15
03-12-2019 8:45,Tuesday,New York,50,40,10
03-12-2019 9:00,Tuesday,New York,50,47,3
04-12-2019 7:15,Wednesday,New York,50,41,9
04-12-2019 7:30,Wednesday,New York,50,47,3
04-12-2019 7:45,Wednesday,New York,50,44,6
04-12-2019 8:00,Wednesday,New York,50,41,9
04-12-2019 8:15,Wednesday,New York,50,48,2
04-12-2019 8:30,Wednesday,New York,50,43,7
04-12-2019 8:45,Wednesday,New York,50,49,1
04-12-2019 9:00,Wednesday,New York,50,48,2
05-12-2019 7:15,Thursday,New York,50,38,12
05-12-2019 7:30,Thursday,New York,50,47,3
05-12-2019 7:45,Thursday,New York,50,36,14
05-12-2019 8:00,Thursday,New York,50,44,6
05-12-2019 8:15,Thursday,New York,50,46,4
05-12-2019 8:30,Thursday,New York,50,43,7
05-12-2019 8:45,Thursday,New York,50,37,13
05-12-2019 9:00,Thursday,New York,50,45,5
06-12-2019 7:15,Friday,New York,50,40,10
06-12-2019 7:30,Friday,New York,50,36,14
06-12-2019 7:45,Friday,New York,50,46,4
06-12-2019 8:00,Friday,New York,50,42,8
06-12-2019 8:15,Friday,New York,50,37,13
06-12-2019 8:30,Friday,New York,50,40,10
06-12-2019 8:45,Friday,New York,50,47,3
06-12-2019 9:00,Friday,New York,50,48,2
07-12-2019 7:15,Saturday,New York,50,50,0
07-12-2019 7:30,Saturday,New York,50,44,6
07-12-2019 7:45,Saturday,New York,50,40,10
07-12-2019 8:00,Saturday,New York,50,39,11
07-12-2019 8:15,Saturday,New York,50,37,13
07-12-2019 8:30,Saturday,New York,50,39,11
07-12-2019 8:45,Saturday,New York,50,50,0
07-12-2019 9:00,Saturday,New York,50,41,9
08-12-2019 7:15,Sunday,New York,50,40,10
08-12-2019 7:30,Sunday,New York,50,41,9
08-12-2019 7:45,Sunday,New York,50,45,5
08-12-2019 8:00,Sunday,New York,50,41,9
08-12-2019 8:15,Sunday,New York,50,40,10
08-12-2019 8:30,Sunday,New York,50,45,5
08-12-2019 8:45,Sunday,New York,50,45,5
08-12-2019 9:00,Sunday,New York,50,50,0
09-12-2019 7:15,Monday,New York,50,37,13
09-12-2019 7:30,Monday,New York,50,48,2
09-12-2019 7:45,Monday,New York,50,45,5
09-12-2019 8:00,Monday,New York,50,47,3
09-12-2019 8:15,Monday,New York,50,38,12
09-12-2019 8:30,Monday,New York,50,44,6
09-12-2019 8:45,Monday,New York,50,47,3
09-12-2019 9:00,Monday,New York,50,44,6
10-12-2019 7:15,Tuesday,New York,50,49,1
10-12-2019 7:30,Tuesday,New York,50,45,5
10-12-2019 7:45,Tuesday,New York,50,41,9
10-12-2019 8:00,Tuesday,New York,50,41,9
10-12-2019 8:15,Tuesday,New York,50,35,15
10-12-2019 8:30,Tuesday,New York,50,43,7
10-12-2019 8:45,Tuesday,New York,50,48,2
10-12-2019 9:00,Tuesday,New York,50,42,8
11-12-2019 7:15,Wednesday,New York,50,45,5
11-12-2019 7:30,Wednesday,New York,50,45,5
11-12-2019 7:45,Wednesday,New York,50,37,13
11-12-2019 8:00,Wednesday,New York,50,48,2
11-12-2019 8:15,Wednesday,New York,50,37,13
11-12-2019 8:30,Wednesday,New York,50,48,2
11-12-2019 8:45,Wednesday,New York,50,37,13
11-12-2019 9:00,Wednesday,New York,50,45,5
12-12-2019 7:15,Thursday,New York,50,50,0
12-12-2019 7:30,Thursday,New York,50,39,11
12-12-2019 7:45,Thursday,New York,50,45,5
12-12-2019 8:00,Thursday,New York,50,37,13
12-12-2019 8:15,Thursday,New York,50,40,10
12-12-2019 8:30,Thursday,New York,50,45,5
12-12-2019 8:45,Thursday,New York,50,42,8
12-12-2019 9:00,Thursday,New York,50,41,9
13-12-2019 07:15,Friday,New York,50,41,9
13-12-2019 07:30,Friday,New York,50,40,10
13-12-2019 07:45,Friday,New York,50,44,6
13-12-2019 08:00,Friday,New York,50,44,6
13-12-2019 08:15,Friday,New York,50,43,7
13-12-2019 08:30,Friday,New York,50,37,13
13-12-2019 08:45,Friday,New York,50,39,11
13-12-2019 09:00,Friday,New York,50,38,12
14-12-2019 07:15,Saturday,New York,50,45,5
14-12-2019 07:30,Saturday,New York,50,42,8
14-12-2019 07:45,Saturday,New York,50,46,4
14-12-2019 08:00,Saturday,New York,50,40,10
14-12-2019 08:15,Saturday,New York,50,41,9
14-12-2019 08:30,Saturday,New York,50,38,12
14-12-2019 08:45,Saturday,New York,50,46,4
14-12-2019 09:00,Saturday,New York,50,50,0
15-12-2019 07:15,Sunday,New York,50,42,8
15-12-2019 07:30,Sunday,New York,50,36,14
15-12-2019 07:45,Sunday,New York,50,45,5
15-12-2019 08:00,Sunday,New York,50,45,5
15-12-2019 08:15,Sunday,New York,50,41,9
15-12-2019 08:30,Sunday,New York,50,38,12
15-12-2019 08:45,Sunday,New York,50,42,8
15-12-2019 09:00,Sunday,New York,50,43,7
16-12-2019 07:15,Monday,New York,50,50,0
16-12-2019 07:30,Monday,New York,50,46,4
16-12-2019 07:45,Monday,New York,50,40,10
16-12-2019 08:00,Monday,New York,50,37,13
16-12-2019 08:15,Monday,New York,50,46,4
16-12-2019 08:30,Monday,New York,50,45,5
16-12-2019 08:45,Monday,New York,50,50,0
16-12-2019 09:00,Monday,New York,50,45,5
17-12-2019 07:15,Tuesday,New York,50,49,1
17-12-2019 07:30,Tuesday,New York,50,50,0
17-12-2019 07:45,Tuesday,New York,50,36,14
17-12-2019 08:00,Tuesday,New York,50,38,12
17-12-2019 08:15,Tuesday,New York,50,44,6
17-12-2019 08:30,Tuesday,New York,50,35,15
17-12-2019 08:45,Tuesday,New York,50,48,2
17-12-2019 09:00,Tuesday,New York,50,36,14
18-12-2019 07:15,Wednesday,New York,50,44,6
18-12-2019 07:30,Wednesday,New York,50,36,14
18-12-2019 07:45,Wednesday,New York,50,39,11
18-12-2019 08:00,Wednesday,New York,50,46,4
18-12-2019 08:15,Wednesday,New York,50,43,7
18-12-2019 08:30,Wednesday,New York,50,46,4
18-12-2019 08:45,Wednesday,New York,50,45,5
18-12-2019 09:00,Wednesday,New York,50,35,15
19-12-2019 07:15,Thursday,New York,50,50,0
19-12-2019 07:30,Thursday,New York,50,42,8
19-12-2019 07:45,Thursday,New York,50,43,7
19-12-2019 08:00,Thursday,New York,50,46,4
19-12-2019 08:15,Thursday,New York,50,39,11
19-12-2019 08:30,Thursday,New York,50,39,11
19-12-2019 08:45,Thursday,New York,50,47,3
19-12-2019 09:00,Thursday,New York,50,39,11
20-12-2019 07:15,Friday,New York,50,46,4
20-12-2019 07:30,Friday,New York,50,36,14
20-12-2019 07:45,Friday,New York,50,42,8
20-12-2019 08:00,Friday,New York,50,48,2
20-12-2019 08:15,Friday,New York,50,35,15
20-12-2019 08:30,Friday,New York,50,49,1
20-12-2019 08:45,Friday,New York,50,50,0
20-12-2019 09:00,Friday,New York,50,45,5
21-12-2019 07:15,Saturday,New York,50,37,13
21-12-2019 07:30,Saturday,New York,50,38,12
21-12-2019 07:45,Saturday,New York,50,47,3
21-12-2019 08:00,Saturday,New York,50,50,0
21-12-2019 08:15,Saturday,New York,50,38,12
21-12-2019 08:30,Saturday,New York,50,40,10
21-12-2019 08:45,Saturday,New York,50,36,14
21-12-2019 09:00,Saturday,New York,50,49,1
22-12-2019 07:15,Sunday,New York,50,47,3
22-12-2019 07:30,Sunday,New York,50,50,0
22-12-2019 07:45,Sunday,New York,50,50,0
22-12-2019 08:00,Sunday,New York,50,39,11
22-12-2019 08:15,Sunday,New York,50,35,15
22-12-2019 08:30,Sunday,New York,50,37,13
22-12-2019 08:45,Sunday,New York,50,47,3
22-12-2019 09:00,Sunday,New York,50,35,15
23-12-2019 07:15,Monday,New York,50,36,14
23-12-2019 07:30,Monday,New York,50,46,4
23-12-2019 07:45,Monday,New York,50,42,8
23-12-2019 08:00,Monday,New York,50,40,10
23-12-2019 08:15,Monday,New York,50,42,8
23-12-2019 08:30,Monday,New York,50,39,11
23-12-2019 08:45,Monday,New York,50,39,11
23-12-2019 09:00,Monday,New York,50,36,14
24-12-2019 07:15,Tuesday,New York,50,45,5
24-12-2019 07:30,Tuesday,New York,50,46,4
24-12-2019 07:45,Tuesday,New York,50,36,14
24-12-2019 08:00,Tuesday,New York,50,48,2
24-12-2019 08:15,Tuesday,New York,50,38,12
24-12-2019 08:30,Tuesday,New York,50,45,5
24-12-2019 08:45,Tuesday,New York,50,50,0
24-12-2019 09:00,Tuesday,New York,50,36,14
25-12-2019 07:15,Wednesday,New York,50,44,6
25-12-2019 07:30,Wednesday,New York,50,47,3
25-12-2019 07:45,Wednesday,New York,50,49,1
25-12-2019 08:00,Wednesday,New York,50,49,1
25-12-2019 08:15,Wednesday,New York,50,35,15
25-12-2019 08:30,Wednesday,New York,50,35,15
25-12-2019 08:45,Wednesday,New York,50,39,11
25-12-2019 09:00,Wednesday,New York,50,39,11
